Full Name,Sheet Name,Form Name,Gen,SubLegendary,Legendary,Mythical,Species,Type 1,Type 2,Height (m),Weight (kg),Ability 1,Ability 2,Hidden Ability,BST,HP,ATK,DEF,SP. ATK,SP. DEF,SPD,catchRate,baseFriendship,baseExp,growthRate,MALE%,Clean Name,Starter,hasVariants,dex #,starterCost,starterDex
MIENFOO,MIENFOO,,5,FALSE,FALSE,FALSE,Martial Arts Pokémon,FIGHTING,,0.9,20,INNER_FOCUS,REGENERATOR,RECKLESS,350,45,85,50,55,50,65,180,50,70,MEDIUM_SLOW,50,Mienfoo,MIENFOO,TRUE,619,3,619
MIENSHAO,MIENSHAO,,5,FALSE,FALSE,FALSE,Martial Arts Pokémon,FIGHTING,,1.4,35.5,INNER_FOCUS,REGENERATOR,RECKLESS,510,65,125,60,95,60,105,45,50,179,MEDIUM_SLOW,50,Mienshao,MIENFOO,TRUE,620,,619
DRUDDIGON,DRUDDIGON,,5,FALSE,FALSE,FALSE,Cave Pokémon,DRAGON,,1.6,139,ROUGH_SKIN,SHEER_FORCE,MOLD_BREAKER,485,77,120,90,60,90,48,45,50,170,MEDIUM_FAST,50,Druddigon,DRUDDIGON,TRUE,621,4,621
GOLETT,GOLETT,,5,FALSE,FALSE,FALSE,Automaton Pokémon,GROUND,GHOST,1,92,IRON_FIST,KLUTZ,NO_GUARD,303,59,74,50,35,50,35,190,50,61,MEDIUM_FAST,null,Golett,GOLETT,TRUE,622,3,622
GOLURK,GOLURK,,5,FALSE,FALSE,FALSE,Automaton Pokémon,GROUND,GHOST,2.8,330,IRON_FIST,KLUTZ,NO_GUARD,483,89,124,80,55,80,55,90,50,169,MEDIUM_FAST,null,Golurk,GOLETT,TRUE,623,,622
PAWNIARD,PAWNIARD,,5,FALSE,FALSE,FALSE,Sharp Blade Pokémon,DARK,STEEL,0.5,10.2,DEFIANT,INNER_FOCUS,PRESSURE,340,45,85,70,40,40,60,120,35,68,MEDIUM_FAST,50,Pawniard,PAWNIARD,FALSE,624,4,624
BISHARP,BISHARP,,5,FALSE,FALSE,FALSE,Sword Blade Pokémon,DARK,STEEL,1.6,70,DEFIANT,INNER_FOCUS,PRESSURE,490,65,125,100,60,70,70,45,35,172,MEDIUM_FAST,50,Bisharp,PAWNIARD,FALSE,625,,624
BOUFFALANT,BOUFFALANT,,5,FALSE,FALSE,FALSE,Bash Buffalo Pokémon,NORMAL,,1.6,94.6,RECKLESS,SAP_SIPPER,SOUNDPROOF,490,95,110,95,40,95,55,45,50,172,MEDIUM_FAST,50,Bouffalant,BOUFFALANT,TRUE,626,4,626
RUFFLET,RUFFLET,,5,FALSE,FALSE,FALSE,Eaglet Pokémon,NORMAL,FLYING,0.5,10.5,KEEN_EYE,SHEER_FORCE,HUSTLE,350,70,83,50,37,50,60,190,50,70,SLOW,100,Rufflet,RUFFLET,FALSE,627,3,627
BRAVIARY,BRAVIARY,,5,FALSE,FALSE,FALSE,Valiant Pokémon,NORMAL,FLYING,1.5,41,KEEN_EYE,SHEER_FORCE,DEFIANT,510,100,123,75,57,75,80,60,50,179,SLOW,100,Braviary,RUFFLET,FALSE,628,,627
VULLABY,VULLABY,,5,FALSE,FALSE,FALSE,Diapered Pokémon,DARK,FLYING,0.5,9,BIG_PECKS,OVERCOAT,WEAK_ARMOR,370,70,55,75,45,65,60,190,35,74,SLOW,0,Vullaby,VULLABY,FALSE,629,3,629
MANDIBUZZ,MANDIBUZZ,,5,FALSE,FALSE,FALSE,Bone Vulture Pokémon,DARK,FLYING,1.2,39.5,BIG_PECKS,OVERCOAT,WEAK_ARMOR,510,110,65,105,55,95,80,60,35,179,SLOW,0,Mandibuzz,VULLABY,FALSE,630,,629
HEATMOR,HEATMOR,,5,FALSE,FALSE,FALSE,Anteater Pokémon,FIRE,,1.4,58,GLUTTONY,FLASH_FIRE,WHITE_SMOKE,484,85,97,66,105,66,65,90,50,169,MEDIUM_FAST,50,Heatmor,HEATMOR,TRUE,631,3,631
DURANT,DURANT,,5,FALSE,FALSE,FALSE,Iron Ant Pokémon,BUG,STEEL,0.3,33,SWARM,HUSTLE,TRUANT,484,58,109,112,48,48,109,90,50,169,MEDIUM_FAST,50,Durant,DURANT,TRUE,632,4,632
DEINO,DEINO,,5,FALSE,FALSE,FALSE,Irate Pokémon,DARK,DRAGON,0.8,17.3,HUSTLE,NONE,NONE,300,52,65,50,45,50,38,45,35,60,SLOW,50,Deino,DEINO,TRUE,633,4,633
ZWEILOUS,ZWEILOUS,,5,FALSE,FALSE,FALSE,Hostile Pokémon,DARK,DRAGON,1.4,50,HUSTLE,NONE,NONE,420,72,85,70,65,70,58,45,35,147,SLOW,50,Zweilous,DEINO,TRUE,634,,633
HYDREIGON,HYDREIGON,,5,FALSE,FALSE,FALSE,Brutal Pokémon,DARK,DRAGON,1.8,160,LEVITATE,NONE,NONE,600,92,105,90,125,90,98,45,35,300,SLOW,50,Hydreigon,DEINO,TRUE,635,,633
LARVESTA,LARVESTA,,5,FALSE,FALSE,FALSE,Torch Pokémon,BUG,FIRE,1.1,28.8,FLAME_BODY,NONE,SWARM,360,55,85,55,50,55,60,45,50,72,SLOW,50,Larvesta,LARVESTA,TRUE,636,4,636
VOLCARONA,VOLCARONA,,5,FALSE,FALSE,FALSE,Sun Pokémon,BUG,FIRE,1.6,46,FLAME_BODY,NONE,SWARM,550,85,60,65,135,105,100,15,50,275,SLOW,50,Volcarona,LARVESTA,TRUE,637,,636
COBALION,COBALION,,5,TRUE,FALSE,FALSE,Iron Will Pokémon,STEEL,FIGHTING,2.1,250,JUSTIFIED,NONE,NONE,580,91,90,129,90,72,108,3,35,290,SLOW,null,Cobalion,COBALION,FALSE,638,6,638
TERRAKION,TERRAKION,,5,TRUE,FALSE,FALSE,Cavern Pokémon,ROCK,FIGHTING,1.9,260,JUSTIFIED,NONE,NONE,580,91,129,90,72,90,108,3,35,290,SLOW,null,Terrakion,TERRAKION,FALSE,639,7,639
VIRIZION,VIRIZION,,5,TRUE,FALSE,FALSE,Grassland Pokémon,GRASS,FIGHTING,2,200,JUSTIFIED,NONE,NONE,580,91,90,72,90,129,108,3,35,290,SLOW,null,Virizion,VIRIZION,TRUE,640,6,640
TORNADUS,TORNADUS,,5,TRUE,FALSE,FALSE,Cyclone Pokémon,FLYING,,1.5,63,PRANKSTER,NONE,DEFIANT,580,79,115,70,125,80,111,3,90,290,SLOW,100,Tornadus,TORNADUS,TRUE,641,6,641
TORNADUS (Incarnate Forme),TORNADUS,Incarnate Forme,,,,,,FLYING,,1.5,63,PRANKSTER,NONE,DEFIANT,580,79,115,70,125,80,111,3,90,290,,,Tornadus,TORNADUS,TRUE,641,6,641
TORNADUS (Therian Forme),TORNADUS,Therian Forme,,,,,,FLYING,,1.4,63,REGENERATOR,NONE,REGENERATOR,580,79,100,80,110,90,121,3,90,290,,,Tornadus,TORNADUS,TRUE,641,6,641
THUNDURUS,THUNDURUS,,5,TRUE,FALSE,FALSE,Bolt Strike Pokémon,ELECTRIC,FLYING,1.5,61,PRANKSTER,NONE,DEFIANT,580,79,115,70,125,80,111,3,90,290,SLOW,100,Thundurus,THUNDURUS,TRUE,642,7,642
THUNDURUS (Incarnate Forme),THUNDURUS,Incarnate Forme,,,,,,ELECTRIC,FLYING,1.5,61,PRANKSTER,NONE,DEFIANT,580,79,115,70,125,80,111,3,90,290,,,Thundurus,THUNDURUS,TRUE,642,7,642
THUNDURUS (Therian Forme),THUNDURUS,Therian Forme,,,,,,ELECTRIC,FLYING,3,61,VOLT_ABSORB,NONE,VOLT_ABSORB,580,79,105,70,145,80,101,3,90,290,,,Thundurus,THUNDURUS,TRUE,642,7,642
RESHIRAM,RESHIRAM,,5,FALSE,TRUE,FALSE,Vast White Pokémon,DRAGON,FIRE,3.2,330,TURBOBLAZE,NONE,NONE,680,100,120,100,150,120,90,3,0,340,SLOW,null,Reshiram,RESHIRAM,TRUE,643,8,643
ZEKROM,ZEKROM,,5,FALSE,TRUE,FALSE,Deep Black Pokémon,DRAGON,ELECTRIC,2.9,345,TERAVOLT,NONE,NONE,680,100,150,120,120,100,90,3,0,340,SLOW,null,Zekrom,ZEKROM,TRUE,644,8,644
LANDORUS,LANDORUS,,5,TRUE,FALSE,FALSE,Abundance Pokémon,GROUND,FLYING,1.5,68,SAND_FORCE,NONE,SHEER_FORCE,600,89,125,90,115,80,101,3,90,300,SLOW,100,Landorus,LANDORUS,TRUE,645,7,645
LANDORUS (Incarnate Forme),LANDORUS,Incarnate Forme,,,,,,GROUND,FLYING,1.5,68,SAND_FORCE,NONE,SHEER_FORCE,600,89,125,90,115,80,101,3,90,300,,,Landorus,LANDORUS,TRUE,645,7,645
LANDORUS (Therian Forme),LANDORUS,Therian Forme,,,,,,GROUND,FLYING,1.3,68,INTIMIDATE,NONE,INTIMIDATE,600,89,145,90,105,80,91,3,90,300,,,Landorus,LANDORUS,TRUE,645,7,645
KYUREM,KYUREM,,5,FALSE,TRUE,FALSE,Boundary Pokémon,DRAGON,ICE,3,325,PRESSURE,NONE,NONE,660,125,130,90,130,90,95,3,0,330,SLOW,null,Kyurem,KYUREM,TRUE,646,8,646
KYUREM (Normal),KYUREM,Normal,,,,,,DRAGON,ICE,3,325,PRESSURE,NONE,NONE,660,125,130,90,130,90,95,3,0,330,,,Kyurem,KYUREM,TRUE,646,8,646
KYUREM (Black),KYUREM,Black,,,,,,DRAGON,ICE,3.3,325,TERAVOLT,NONE,NONE,700,125,170,100,120,90,95,3,0,350,,,Kyurem,KYUREM,TRUE,646,8,646
KYUREM (White),KYUREM,White,,,,,,DRAGON,ICE,3.6,325,TURBOBLAZE,NONE,NONE,700,125,120,90,170,100,95,3,0,350,,,Kyurem,KYUREM,TRUE,646,8,646
KELDEO,KELDEO,,5,FALSE,FALSE,TRUE,Colt Pokémon,WATER,FIGHTING,1.4,48.5,JUSTIFIED,NONE,NONE,580,91,72,90,129,90,108,3,35,290,SLOW,null,Keldeo,KELDEO,TRUE,647,6,647
KELDEO (Ordinary Form),KELDEO,Ordinary Form,,,,,,WATER,FIGHTING,1.4,48.5,JUSTIFIED,NONE,NONE,580,91,72,90,129,90,108,3,35,290,,,Keldeo,KELDEO,TRUE,647,6,647
KELDEO (Resolute),KELDEO,Resolute,,,,,,WATER,FIGHTING,1.4,48.5,JUSTIFIED,NONE,NONE,580,91,72,90,129,90,108,3,35,290,,,Keldeo,KELDEO,TRUE,647,6,647
MELOETTA,MELOETTA,,5,FALSE,FALSE,TRUE,Melody Pokémon,NORMAL,PSYCHIC,0.6,6.5,SERENE_GRACE,NONE,NONE,600,100,77,77,128,128,90,3,100,300,SLOW,null,Meloetta,MELOETTA,TRUE,648,7,648
MELOETTA (Aria Forme),MELOETTA,Aria Forme,,,,,,NORMAL,PSYCHIC,0.6,6.5,SERENE_GRACE,NONE,NONE,600,100,77,77,128,128,90,3,100,300,,,Meloetta,MELOETTA,TRUE,648,7,648
MELOETTA (Pirouette Forme),MELOETTA,Pirouette Forme,,,,,,NORMAL,FIGHTING,0.6,6.5,SERENE_GRACE,NONE,NONE,600,100,128,90,77,77,128,3,100,300,,,Meloetta,MELOETTA,TRUE,648,7,648
GENESECT,GENESECT,,5,FALSE,FALSE,TRUE,Paleozoic Pokémon,BUG,STEEL,1.5,82.5,DOWNLOAD,NONE,NONE,600,71,120,95,120,95,99,3,0,300,SLOW,null,Genesect,GENESECT,TRUE,649,6,649
GENESECT (Normal),GENESECT,Normal,,,,,,BUG,STEEL,1.5,82.5,DOWNLOAD,NONE,NONE,600,71,120,95,120,95,99,3,0,300,,,Genesect,GENESECT,TRUE,649,6,649
GENESECT (Shock Drive),GENESECT,Shock Drive,,,,,,BUG,STEEL,1.5,82.5,DOWNLOAD,NONE,NONE,600,71,120,95,120,95,99,3,0,300,,,Genesect,GENESECT,TRUE,649,6,649
GENESECT (Burn Drive),GENESECT,Burn Drive,,,,,,BUG,STEEL,1.5,82.5,DOWNLOAD,NONE,NONE,600,71,120,95,120,95,99,3,0,300,,,Genesect,GENESECT,TRUE,649,6,649
GENESECT (Chill Drive),GENESECT,Chill Drive,,,,,,BUG,STEEL,1.5,82.5,DOWNLOAD,NONE,NONE,600,71,120,95,120,95,99,3,0,300,,,Genesect,GENESECT,TRUE,649,6,649
GENESECT (Douse Drive),GENESECT,Douse Drive,,,,,,BUG,STEEL,1.5,82.5,DOWNLOAD,NONE,NONE,600,71,120,95,120,95,99,3,0,300,,,Genesect,GENESECT,TRUE,649,6,649
CHESPIN,CHESPIN,,6,FALSE,FALSE,FALSE,Spiny Nut Pokémon,GRASS,,0.4,9,OVERGROW,NONE,BULLETPROOF,313,56,61,65,48,45,38,45,70,63,MEDIUM_SLOW,87.5,Chespin,CHESPIN,FALSE,650,3,650
QUILLADIN,QUILLADIN,,6,FALSE,FALSE,FALSE,Spiny Armor Pokémon,GRASS,,0.7,29,OVERGROW,NONE,BULLETPROOF,405,61,78,95,56,58,57,45,70,142,MEDIUM_SLOW,87.5,Quilladin,CHESPIN,FALSE,651,,650
CHESNAUGHT,CHESNAUGHT,,6,FALSE,FALSE,FALSE,Spiny Armor Pokémon,GRASS,FIGHTING,1.6,90,OVERGROW,NONE,BULLETPROOF,530,88,107,122,74,75,64,45,70,265,MEDIUM_SLOW,87.5,Chesnaught,CHESPIN,FALSE,652,,650
FENNEKIN,FENNEKIN,,6,FALSE,FALSE,FALSE,Fox Pokémon,FIRE,,0.4,9.4,BLAZE,NONE,MAGICIAN,307,40,45,40,62,60,60,45,70,61,MEDIUM_SLOW,87.5,Fennekin,FENNEKIN,TRUE,653,3,653
BRAIXEN,BRAIXEN,,6,FALSE,FALSE,FALSE,Fox Pokémon,FIRE,,1,14.5,BLAZE,NONE,MAGICIAN,409,59,59,58,90,70,73,45,70,143,MEDIUM_SLOW,87.5,Braixen,FENNEKIN,TRUE,654,,653
DELPHOX,DELPHOX,,6,FALSE,FALSE,FALSE,Fox Pokémon,FIRE,PSYCHIC,1.5,39,BLAZE,NONE,MAGICIAN,534,75,69,72,114,100,104,45,70,267,MEDIUM_SLOW,87.5,Delphox,FENNEKIN,TRUE,655,,653
FROAKIE,FROAKIE,,6,FALSE,FALSE,FALSE,Bubble Frog Pokémon,WATER,,0.3,7,TORRENT,NONE,PROTEAN,314,41,56,40,62,44,71,45,70,63,MEDIUM_SLOW,87.5,Froakie,FROAKIE,TRUE,656,4,656
FROAKIE (Normal),FROAKIE,Normal,,,,,,WATER,,0.3,7,TORRENT,NONE,PROTEAN,314,41,56,40,62,44,71,45,70,63,,,Froakie,FROAKIE,TRUE,656,4,656
FROAKIE (Battle Bond),FROAKIE,Battle Bond,,,,,,WATER,,0.3,7,TORRENT,NONE,TORRENT,314,41,56,40,62,44,71,45,70,63,,,Froakie,FROAKIE,TRUE,656,4,656
FROGADIER,FROGADIER,,6,FALSE,FALSE,FALSE,Bubble Frog Pokémon,WATER,,0.6,10.9,TORRENT,NONE,PROTEAN,405,54,63,52,83,56,97,45,70,142,MEDIUM_SLOW,87.5,Frogadier,FROAKIE,TRUE,657,,656
FROGADIER (Normal),FROGADIER,Normal,,,,,,WATER,,0.6,10.9,TORRENT,NONE,PROTEAN,405,54,63,52,83,56,97,45,70,142,,,Frogadier,FROAKIE,TRUE,657,,656
FROGADIER (Battle Bond),FROGADIER,Battle Bond,,,,,,WATER,,0.6,10.9,TORRENT,NONE,NONE,405,54,63,52,83,56,97,45,70,142,,,Frogadier,FROAKIE,TRUE,657,,656
GRENINJA,GRENINJA,,6,FALSE,FALSE,FALSE,Ninja Pokémon,WATER,DARK,1.5,40,TORRENT,NONE,PROTEAN,530,72,95,67,103,71,122,45,70,265,MEDIUM_SLOW,87.5,Greninja,FROAKIE,TRUE,658,,656
GRENINJA (Normal),GRENINJA,Normal,,,,,,WATER,DARK,1.5,40,TORRENT,NONE,PROTEAN,530,72,95,67,103,71,122,45,70,265,,,Greninja,FROAKIE,TRUE,658,,656
GRENINJA (Battle Bond),GRENINJA,Battle Bond,,,,,,WATER,DARK,1.5,40,BATTLE_BOND,NONE,BATTLE_BOND,530,72,95,67,103,71,122,45,70,265,,,Greninja,FROAKIE,TRUE,658,,656
GRENINJA (Ash),GRENINJA,Ash,,,,,,WATER,DARK,1.5,40,BATTLE_BOND,NONE,NONE,640,72,145,67,153,71,132,45,70,265,,,Greninja,FROAKIE,TRUE,658,,656
BUNNELBY,BUNNELBY,,6,FALSE,FALSE,FALSE,Digging Pokémon,NORMAL,,0.4,5,PICKUP,CHEEK_POUCH,HUGE_POWER,237,38,36,38,32,36,57,255,50,47,MEDIUM_FAST,50,Bunnelby,BUNNELBY,FALSE,659,3,659
DIGGERSBY,DIGGERSBY,,6,FALSE,FALSE,FALSE,Digging Pokémon,NORMAL,GROUND,1,42.4,PICKUP,CHEEK_POUCH,HUGE_POWER,423,85,56,77,50,77,78,127,50,148,MEDIUM_FAST,50,Diggersby,BUNNELBY,FALSE,660,,659
FLETCHLING,FLETCHLING,,6,FALSE,FALSE,FALSE,Tiny Robin Pokémon,NORMAL,FLYING,0.3,1.7,BIG_PECKS,NONE,GALE_WINGS,278,45,50,43,40,38,62,255,50,56,MEDIUM_SLOW,50,Fletchling,FLETCHLING,FALSE,661,3,661
FLETCHINDER,FLETCHINDER,,6,FALSE,FALSE,FALSE,Ember Pokémon,FIRE,FLYING,0.7,16,FLAME_BODY,NONE,GALE_WINGS,382,62,73,55,56,52,84,120,50,134,MEDIUM_SLOW,50,Fletchinder,FLETCHLING,FALSE,662,,661
TALONFLAME,TALONFLAME,,6,FALSE,FALSE,FALSE,Scorching Pokémon,FIRE,FLYING,1.2,24.5,FLAME_BODY,NONE,GALE_WINGS,499,78,81,71,74,69,126,45,50,175,MEDIUM_SLOW,50,Talonflame,FLETCHLING,FALSE,663,,661
SCATTERBUG,SCATTERBUG,,6,FALSE,FALSE,FALSE,Scatterdust Pokémon,BUG,,0.3,2.5,SHIELD_DUST,COMPOUND_EYES,FRIEND_GUARD,200,38,35,40,27,25,35,255,70,40,MEDIUM_FAST,50,Scatterbug,SCATTERBUG,TRUE,664,2,664
SCATTERBUG (Meadow Pattern),SCATTERBUG,Meadow Pattern,,,,,,BUG,,0.3,2.5,SHIELD_DUST,COMPOUND_EYES,FRIEND_GUARD,200,38,35,40,27,25,35,255,70,40,,,Scatterbug,SCATTERBUG,TRUE,664,2,664
SCATTERBUG (Icy Snow Pattern),SCATTERBUG,Icy Snow Pattern,,,,,,BUG,,0.3,2.5,SHIELD_DUST,COMPOUND_EYES,FRIEND_GUARD,200,38,35,40,27,25,35,255,70,40,,,Scatterbug,SCATTERBUG,TRUE,664,2,664
SCATTERBUG (Polar Pattern),SCATTERBUG,Polar Pattern,,,,,,BUG,,0.3,2.5,SHIELD_DUST,COMPOUND_EYES,FRIEND_GUARD,200,38,35,40,27,25,35,255,70,40,,,Scatterbug,SCATTERBUG,TRUE,664,2,664
SCATTERBUG (Tundra Pattern),SCATTERBUG,Tundra Pattern,,,,,,BUG,,0.3,2.5,SHIELD_DUST,COMPOUND_EYES,FRIEND_GUARD,200,38,35,40,27,25,35,255,70,40,,,Scatterbug,SCATTERBUG,TRUE,664,2,664
SCATTERBUG (Continental Pattern),SCATTERBUG,Continental Pattern,,,,,,BUG,,0.3,2.5,SHIELD_DUST,COMPOUND_EYES,FRIEND_GUARD,200,38,35,40,27,25,35,255,70,40,,,Scatterbug,SCATTERBUG,TRUE,664,2,664
SCATTERBUG (Garden Pattern),SCATTERBUG,Garden Pattern,,,,,,BUG,,0.3,2.5,SHIELD_DUST,COMPOUND_EYES,FRIEND_GUARD,200,38,35,40,27,25,35,255,70,40,,,Scatterbug,SCATTERBUG,TRUE,664,2,664
SCATTERBUG (Elegant Pattern),SCATTERBUG,Elegant Pattern,,,,,,BUG,,0.3,2.5,SHIELD_DUST,COMPOUND_EYES,FRIEND_GUARD,200,38,35,40,27,25,35,255,70,40,,,Scatterbug,SCATTERBUG,TRUE,664,2,664
SCATTERBUG (Modern Pattern),SCATTERBUG,Modern Pattern,,,,,,BUG,,0.3,2.5,SHIELD_DUST,COMPOUND_EYES,FRIEND_GUARD,200,38,35,40,27,25,35,255,70,40,,,Scatterbug,SCATTERBUG,TRUE,664,2,664
SCATTERBUG (Marine Pattern),SCATTERBUG,Marine Pattern,,,,,,BUG,,0.3,2.5,SHIELD_DUST,COMPOUND_EYES,FRIEND_GUARD,200,38,35,40,27,25,35,255,70,40,,,Scatterbug,SCATTERBUG,TRUE,664,2,664
SCATTERBUG (Archipelago Pattern),SCATTERBUG,Archipelago Pattern,,,,,,BUG,,0.3,2.5,SHIELD_DUST,COMPOUND_EYES,FRIEND_GUARD,200,38,35,40,27,25,35,255,70,40,,,Scatterbug,SCATTERBUG,TRUE,664,2,664
SCATTERBUG (High Plains Pattern),SCATTERBUG,High Plains Pattern,,,,,,BUG,,0.3,2.5,SHIELD_DUST,COMPOUND_EYES,FRIEND_GUARD,200,38,35,40,27,25,35,255,70,40,,,Scatterbug,SCATTERBUG,TRUE,664,2,664
SCATTERBUG (Sandstorm Pattern),SCATTERBUG,Sandstorm Pattern,,,,,,BUG,,0.3,2.5,SHIELD_DUST,COMPOUND_EYES,FRIEND_GUARD,200,38,35,40,27,25,35,255,70,40,,,Scatterbug,SCATTERBUG,TRUE,664,2,664
SCATTERBUG (River Pattern),SCATTERBUG,River Pattern,,,,,,BUG,,0.3,2.5,SHIELD_DUST,COMPOUND_EYES,FRIEND_GUARD,200,38,35,40,27,25,35,255,70,40,,,Scatterbug,SCATTERBUG,TRUE,664,2,664
SCATTERBUG (Monsoon Pattern),SCATTERBUG,Monsoon Pattern,,,,,,BUG,,0.3,2.5,SHIELD_DUST,COMPOUND_EYES,FRIEND_GUARD,200,38,35,40,27,25,35,255,70,40,,,Scatterbug,SCATTERBUG,TRUE,664,2,664
SCATTERBUG (Savanna Pattern),SCATTERBUG,Savanna Pattern,,,,,,BUG,,0.3,2.5,SHIELD_DUST,COMPOUND_EYES,FRIEND_GUARD,200,38,35,40,27,25,35,255,70,40,,,Scatterbug,SCATTERBUG,TRUE,664,2,664
SCATTERBUG (Sun Pattern),SCATTERBUG,Sun Pattern,,,,,,BUG,,0.3,2.5,SHIELD_DUST,COMPOUND_EYES,FRIEND_GUARD,200,38,35,40,27,25,35,255,70,40,,,Scatterbug,SCATTERBUG,TRUE,664,2,664
SCATTERBUG (Ocean Pattern),SCATTERBUG,Ocean Pattern,,,,,,BUG,,0.3,2.5,SHIELD_DUST,COMPOUND_EYES,FRIEND_GUARD,200,38,35,40,27,25,35,255,70,40,,,Scatterbug,SCATTERBUG,TRUE,664,2,664
SCATTERBUG (Jungle Pattern),SCATTERBUG,Jungle Pattern,,,,,,BUG,,0.3,2.5,SHIELD_DUST,COMPOUND_EYES,FRIEND_GUARD,200,38,35,40,27,25,35,255,70,40,,,Scatterbug,SCATTERBUG,TRUE,664,2,664
SCATTERBUG (Fancy Pattern),SCATTERBUG,Fancy Pattern,,,,,,BUG,,0.3,2.5,SHIELD_DUST,COMPOUND_EYES,FRIEND_GUARD,200,38,35,40,27,25,35,255,70,40,,,Scatterbug,SCATTERBUG,TRUE,664,2,664
SCATTERBUG (Poké Ball Pattern),SCATTERBUG,Poké Ball Pattern,,,,,,BUG,,0.3,2.5,SHIELD_DUST,COMPOUND_EYES,FRIEND_GUARD,200,38,35,40,27,25,35,255,70,40,,,Scatterbug,SCATTERBUG,TRUE,664,2,664
SPEWPA,SPEWPA,,6,FALSE,FALSE,FALSE,Scatterdust Pokémon,BUG,,0.3,8.4,SHED_SKIN,SHED_SKIN,FRIEND_GUARD,213,45,22,60,27,30,29,120,70,75,MEDIUM_FAST,50,Spewpa,SCATTERBUG,TRUE,665,,664
SPEWPA (Meadow Pattern),SPEWPA,Meadow Pattern,,,,,,BUG,,0.3,8.4,SHED_SKIN,NONE,FRIEND_GUARD,213,45,22,60,27,30,29,120,70,75,,,Spewpa,SCATTERBUG,TRUE,665,,664
SPEWPA (Icy Snow Pattern),SPEWPA,Icy Snow Pattern,,,,,,BUG,,0.3,8.4,SHED_SKIN,NONE,FRIEND_GUARD,213,45,22,60,27,30,29,120,70,75,,,Spewpa,SCATTERBUG,TRUE,665,,664
SPEWPA (Polar Pattern),SPEWPA,Polar Pattern,,,,,,BUG,,0.3,8.4,SHED_SKIN,NONE,FRIEND_GUARD,213,45,22,60,27,30,29,120,70,75,,,Spewpa,SCATTERBUG,TRUE,665,,664
SPEWPA (Tundra Pattern),SPEWPA,Tundra Pattern,,,,,,BUG,,0.3,8.4,SHED_SKIN,NONE,FRIEND_GUARD,213,45,22,60,27,30,29,120,70,75,,,Spewpa,SCATTERBUG,TRUE,665,,664
SPEWPA (Continental Pattern),SPEWPA,Continental Pattern,,,,,,BUG,,0.3,8.4,SHED_SKIN,NONE,FRIEND_GUARD,213,45,22,60,27,30,29,120,70,75,,,Spewpa,SCATTERBUG,TRUE,665,,664
SPEWPA (Garden Pattern),SPEWPA,Garden Pattern,,,,,,BUG,,0.3,8.4,SHED_SKIN,NONE,FRIEND_GUARD,213,45,22,60,27,30,29,120,70,75,,,Spewpa,SCATTERBUG,TRUE,665,,664
SPEWPA (Elegant Pattern),SPEWPA,Elegant Pattern,,,,,,BUG,,0.3,8.4,SHED_SKIN,NONE,FRIEND_GUARD,213,45,22,60,27,30,29,120,70,75,,,Spewpa,SCATTERBUG,TRUE,665,,664
SPEWPA (Modern Pattern),SPEWPA,Modern Pattern,,,,,,BUG,,0.3,8.4,SHED_SKIN,NONE,FRIEND_GUARD,213,45,22,60,27,30,29,120,70,75,,,Spewpa,SCATTERBUG,TRUE,665,,664
SPEWPA (Marine Pattern),SPEWPA,Marine Pattern,,,,,,BUG,,0.3,8.4,SHED_SKIN,NONE,FRIEND_GUARD,213,45,22,60,27,30,29,120,70,75,,,Spewpa,SCATTERBUG,TRUE,665,,664
SPEWPA (Archipelago Pattern),SPEWPA,Archipelago Pattern,,,,,,BUG,,0.3,8.4,SHED_SKIN,NONE,FRIEND_GUARD,213,45,22,60,27,30,29,120,70,75,,,Spewpa,SCATTERBUG,TRUE,665,,664
SPEWPA (High Plains Pattern),SPEWPA,High Plains Pattern,,,,,,BUG,,0.3,8.4,SHED_SKIN,NONE,FRIEND_GUARD,213,45,22,60,27,30,29,120,70,75,,,Spewpa,SCATTERBUG,TRUE,665,,664
SPEWPA (Sandstorm Pattern),SPEWPA,Sandstorm Pattern,,,,,,BUG,,0.3,8.4,SHED_SKIN,NONE,FRIEND_GUARD,213,45,22,60,27,30,29,120,70,75,,,Spewpa,SCATTERBUG,TRUE,665,,664
SPEWPA (River Pattern),SPEWPA,River Pattern,,,,,,BUG,,0.3,8.4,SHED_SKIN,NONE,FRIEND_GUARD,213,45,22,60,27,30,29,120,70,75,,,Spewpa,SCATTERBUG,TRUE,665,,664
SPEWPA (Monsoon Pattern),SPEWPA,Monsoon Pattern,,,,,,BUG,,0.3,8.4,SHED_SKIN,NONE,FRIEND_GUARD,213,45,22,60,27,30,29,120,70,75,,,Spewpa,SCATTERBUG,TRUE,665,,664
SPEWPA (Savanna Pattern),SPEWPA,Savanna Pattern,,,,,,BUG,,0.3,8.4,SHED_SKIN,NONE,FRIEND_GUARD,213,45,22,60,27,30,29,120,70,75,,,Spewpa,SCATTERBUG,TRUE,665,,664
SPEWPA (Sun Pattern),SPEWPA,Sun Pattern,,,,,,BUG,,0.3,8.4,SHED_SKIN,NONE,FRIEND_GUARD,213,45,22,60,27,30,29,120,70,75,,,Spewpa,SCATTERBUG,TRUE,665,,664
